date,name,license,type,Num of Volations,High severe,Medium severe,Harm,Prev1,Prev2,Prev3
2/27/19,Provident Village at Creekside,ALC000185,complaint,-,0,0,0,0,0,0
1/10/19,Provident Village at Creekside,ALC000185,complaint,-,0,0,0,0,0,0
11/8/18,Provident Village at Creekside,ALC000185,Routine / Complaint,1,1,0,0,0,0,0
10/9/18,Provident Village at Creekside,ALC000185,complaint,1,1,0,0,0,0,0
11/14/17,Provident Village at Creekside,ALC000185,routine,-,0,0,0,0,0,0
6/29/16,Provident Village at Creekside,ALC000185,routine,-,0,0,0,0,0,0
7/5/18,Remembrance Village at Riverwood Senior Living / Riverwood Senior Living,ALC000180,Routine / Complaint,-,0,0,0,0,0,0
7/2/18,Remembrance Village at Riverwood Senior Living / Riverwood Senior Living,ALC000180,routine,-,0,0,0,0,0,0
10/18/16,Remembrance Village at Riverwood Senior Living / Riverwood Senior Living,ALC000180,routine,-,0,0,0,0,0,0
5/30/16,Remembrance Village at Riverwood Senior Living / Riverwood Senior Living,ALC000180,Routine / Complaint,2,0,1,0,0,0,0
8/16/19,Renaissance on Peachtree,ALC000189,complaint,-,0,0,0,0,0,0
7/12/19,Renaissance on Peachtree,ALC000189,Routine / Complaint,1,1,0,0,0,0,0
3/15/19,Renaissance on Peachtree,ALC000189,other,-,0,0,0,0,0,0
7/6/18,Renaissance on Peachtree,ALC000189,routine,2,0,0,0,0,0,0
12/5/17,Renaissance on Peachtree,ALC000189,other,-,0,0,0,0,0,0
10/31/17,Renaissance on Peachtree,ALC000189,other,-,0,0,0,0,0,0
10/20/17,Renaissance on Peachtree,ALC000189,complaint,1,1,0,1,0,0,0
8/30/17,Renaissance on Peachtree,ALC000189,other,1,1,0,1,0,0,0
7/3/17,Renaissance on Peachtree,ALC000189,complaint,1,1,0,1,0,0,0
5/16/17,Renaissance on Peachtree,ALC000189,routine,-,0,0,0,0,0,0
3/15/16,Renaissance on Peachtree,ALC000189,Routine / Complaint,-,0,0,0,0,0,0
2/24/15,Renaissance on Peachtree,ALC000189,complaint,1,0,1,0,0,0,0
6/17/19,"Retreat at Buford, The",PCH008599,complaint,-,0,0,0,0,0,0
1/31/19,"Retreat at Buford, The",PCH008599,routine,-,0,0,0,0,0,0
1/31/19,"Retreat at Buford, The",PCH008599,routine,-,0,0,0,0,0,0
5/14/18,"Retreat at Buford, The",PCH008599,complaint,3,1,2,0,0,0,0
3/27/18,"Retreat at Buford, The",PCH008599,complaint,-,0,0,0,0,0,0
12/19/17,"Retreat at Buford, The",PCH008599,Routine / Complaint,3,1,2,0,0,0,0
10/28/16,"Retreat at Buford, The",PCH008599,routine,2,0,1,0,0,0,0
7/6/15,"Retreat at Buford, The",PCH008599,complaint,4,4,0,2,0,0,0
5/14/15,"Retreat at Buford, The",PCH008599,complaint,-,0,0,0,0,0,0
4/14/15,"Retreat at Buford, The",PCH008599,complaint,1,1,0,0,1,0,0
3/26/15,"Retreat at Buford, The",PCH008599,Routine / Complaint,1,0,1,0,0,0,0
10/9/19,"Retreat at Conyers, The",PCH006948,routine,-,0,0,0,0,0,0
8/7/18,"Retreat at Conyers, The",PCH006948,complaint,4,0,1,0,0,0,0
2/27/18,"Retreat at Conyers, The",PCH006948,complaint,-,0,0,0,0,0,0
7/5/17,"Retreat at Conyers, The",PCH006948,complaint,-,0,0,0,0,0,0
5/24/17,"Retreat at Conyers, The",PCH006948,routine,12,0,2,0,0,0,0
1/26/17,"Retreat at Conyers, The",PCH006948,complaint,-,0,0,0,0,0,0
7/13/16,"Retreat at Conyers, The",PCH006948,complaint,1,0,1,0,0,0,0
10/7/15,"Retreat at Conyers, The",PCH006948,routine,1,0,0,0,0,0,0
9/12/19,"Retreat at Loganville, The",PCH006950,routine,-,0,0,0,0,0,0
6/11/18,"Retreat at Loganville, The",PCH006950,complaint,-,0,0,0,0,0,0
4/17/18,"Retreat at Loganville, The",PCH006950,complaint,-,0,0,0,0,0,0
12/18/17,"Retreat at Loganville, The",PCH006950,routine,8,0,1,0,0,0,0
9/18/17,"Retreat at Loganville, The",PCH006950,complaint,1,1,0,1,0,0,0
7/10/17,"Retreat at Loganville, The",PCH006950,complaint,1,0,1,0,0,0,0
5/10/17,"Retreat at Loganville, The",PCH006950,complaint,1,1,0,1,0,0,0
3/15/17,"Retreat at Loganville, The",PCH006950,complaint,-,0,0,0,0,0,0
8/30/16,"Retreat at Loganville, The",PCH006950,other,1,0,1,0,0,0,0
7/18/16,"Retreat at Loganville, The",PCH006950,complaint,2,2,0,1,1,0,0
5/18/16,"Retreat at Loganville, The",PCH006950,complaint,-,0,0,0,0,0,0
5/13/16,"Retreat at Loganville, The",PCH006950,routine,3,1,2,1,0,0,0
5/1/15,"Retreat at Loganville, The",PCH006950,Routine / Complaint,2,1,0,0,0,0,0
6/28/17,River Place,PCH009207,other,1,0,0,0,0,0,0
9/26/19,Rock Creek Manor,112030021,complaint,-,0,0,0,0,0,0
7/31/19,Rock Creek Manor,112030021,routine,-,0,0,0,0,0,0
7/10/19,Rock Creek Manor,112030021,complaint,-,0,0,0,0,0,0
4/30/19,Rock Creek Manor,112030021,complaint,-,0,0,0,0,0,0
3/13/19,Rock Creek Manor,112030021,routine,2,2,0,1,0,0,0
4/25/17,Rock Creek Manor,112030021,other,-,0,0,0,0,0,0
1/18/17,Rock Creek Manor,112030021,routine,2,1,0,0,0,0,0
11/4/15,Rock Creek Manor,112030021,complaint,-,0,0,0,0,0,0
7/29/15,Rock Creek Manor,112030021,routine,5,0,2,0,0,0,0
1/24/20,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,1,0,1,0,0,0,0
10/29/19,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
8/27/19,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
8/27/19,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
7/10/19,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,Routine / Complaint,-,0,0,0,0,0,0
2/12/19,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,Routine / Complaint,-,0,0,0,0,0,0
10/4/18,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
9/4/18,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
5/10/18,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,other,-,0,0,0,0,0,0
4/24/18,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
1/22/18,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
12/18/17,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,3,1,2,0,0,0,0
7/25/17,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,Routine / Complaint,3,3,0,1,0,0,0
9/7/16,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,1,1,0,0,0,0,0
9/6/16,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,routine,1,0,0,0,0,0,0
6/1/16,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,other,-,0,0,0,0,0,0
1/11/16,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,complaint,-,0,0,0,0,0,0
11/2/15,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,routine,2,0,0,0,0,0,0
6/15/15,Rosewood Assisted Living / The Rosewood at Fort Oglethorpe,ALC000146,Routine / Complaint,1,0,1,0,0,0,0
11/8/18,Sandy Springs Personal Care Center,60030071,complaint,-,0,0,0,0,0,0
10/15/18,Sandy Springs Personal Care Center,60030071,complaint,1,0,1,0,0,0,0
5/8/18,Sandy Springs Personal Care Center,60030071,routine,-,0,0,0,0,0,0
12/21/16,Sandy Springs Personal Care Center,60030071,routine,1,0,0,0,0,0,0
7/19/16,Sandy Springs Personal Care Center,60030071,complaint,-,0,0,0,0,0,0
6/23/15,Sandy Springs Personal Care Center,60030071,routine,4,0,2,0,0,0,0
10/2/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,routine,-,0,0,0,0,0,0
8/7/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,1,0,1,0,0,0
7/3/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,1,0,0,0,0,0
5/23/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,1,0,1,0,0,0
2/19/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,1,0,1,0,0,0
1/24/19,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,Routine / Complaint,-,0,0,0,0,0,0
10/10/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,-,0,0,0,0,0,0
10/1/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,-,0,0,0,0,0,0
8/1/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,Routine / Complaint,1,1,0,1,0,0,0
7/25/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,1,0,0,0,0,0
6/4/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,-,0,0,0,0,0,0
2/21/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,Routine / Complaint,-,0,0,0,0,0,0
1/26/18,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,0,0,0,0,0,0
9/6/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,other,6,1,2,1,0,0,0
8/16/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,4,2,2,0,0,0,0
6/26/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,1,0,0,0,0,0,0
5/24/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,-,0,0,0,0,0,0
5/1/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,routine,-,0,0,0,0,0,0
2/20/17,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,routine,-,0,0,0,0,0,0
9/22/16,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,6,2,1,2,2,0,0
8/19/16,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,routine,17,0,5,0,0,1,0
7/25/16,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,-,0,0,0,0,0,0
6/22/16,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,other,-,0,0,0,0,0,0
3/18/16,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,complaint,14,3,4,2,0,0,0
10/27/15,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,other,-,0,0,0,0,0,0
7/10/15,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,Routine / Complaint,2,0,1,0,0,0,0
3/19/15,Sandy Springs-Memory Care / Sandy Springs Personal Care,PCH008812,Routine / Complaint,8,0,5,0,0,0,0
10/30/19,Savannah Commons,ALC000225,complaint,-,0,0,0,0,0,0
9/3/19,Savannah Commons,ALC000225,complaint,1,1,0,1,0,0,0
8/27/19,Savannah Commons,ALC000225,complaint,-,0,0,0,0,0,0
6/19/19,Savannah Commons,ALC000225,routine,-,0,0,0,0,0,0
5/21/18,Savannah Commons,ALC000225,other,-,0,0,0,0,0,0
2/7/18,Savannah Commons,ALC000225,routine,5,0,2,0,0,0,0
1/18/17,Savannah Commons,ALC000225,routine,-,0,0,0,0,0,0
8/15/16,Savannah Commons,ALC000225,complaint,-,0,0,0,0,0,0
2/26/16,Savannah Commons,ALC000225,routine,1,0,0,0,0,0,0
10/29/15,Savannah Commons,ALC000225,complaint,2,2,0,1,0,0,0
2/4/15,Savannah Commons,ALC000225,routine,2,0,1,0,0,0,0
11/15/19,Savannah Court of Camilla,PCH009065,routine,1,0,1,0,0,0,0
6/3/19,Savannah Court of Camilla,PCH009065,routine,1,0,1,0,0,0,0
7/18/18,Savannah Court of Camilla,PCH009065,complaint,-,0,0,0,0,0,0
6/20/18,Savannah Court of Camilla,PCH009065,Routine / Complaint,1,0,1,0,0,0,0
5/19/16,Savannah Court of Camilla,PCH009065,complaint,-,0,0,0,0,0,0
3/15/16,Savannah Court of Camilla,PCH009065,Routine / Complaint,3,0,1,0,0,0,0
10/13/15,Savannah Court of Camilla,PCH009065,complaint,-,0,0,0,0,0,0
2/19/15,Savannah Court of Camilla,PCH009065,routine,-,0,0,0,0,0,0
5/13/19,Savannah Court of Lake Oconee,PCH005666,complaint,4,1,2,1,0,0,0
8/22/18,Savannah Court of Lake Oconee,PCH005666,other,-,0,0,0,0,0,0
1/31/18,Savannah Court of Lake Oconee,PCH005666,other,-,0,0,0,0,0,0
8/23/17,Savannah Court of Lake Oconee,PCH005666,complaint,2,2,0,1,0,0,0
4/12/17,Savannah Court of Lake Oconee,PCH005666,routine,1,0,1,0,0,0,0
1/20/16,Savannah Court of Lake Oconee,PCH005666,routine,-,0,0,0,0,0,0
7/16/19,Savannah Court of Milledgeville,PCH007850,Routine / Complaint,-,0,0,0,0,0,0
2/14/19,Savannah Court of Milledgeville,PCH007850,routine,-,0,0,0,0,0,0
11/27/18,Savannah Court of Milledgeville,PCH007850,other,1,0,1,0,0,0,0
8/7/18,Savannah Court of Milledgeville,PCH007850,routine,7,0,0,0,0,0,0
5/31/17,Savannah Court of Milledgeville,PCH007850,routine,1,0,1,0,0,0,0
2/27/17,Savannah Court of Milledgeville,PCH007850,other,1,0,0,0,0,0,0
12/12/16,Savannah Court of Milledgeville,PCH007850,other,1,0,1,0,0,0,0
10/19/16,Savannah Court of Milledgeville,PCH007850,other,1,0,1,0,1,0,0
10/7/16,Savannah Court of Milledgeville,PCH007850,complaint,1,1,0,0,0,0,0
7/29/16,Savannah Court of Milledgeville,PCH007850,complaint,2,1,1,0,0,0,1
5/26/16,Savannah Court of Milledgeville,PCH007850,Routine / Complaint,8,2,3,1,2,0,1
3/23/16,Savannah Court of Milledgeville,PCH007850,complaint,1,1,0,0,0,0,0
3/21/16,Savannah Court of Milledgeville,PCH007850,complaint,-,0,0,0,0,0,0
2/2/16,Savannah Court of Milledgeville,PCH007850,complaint,1,1,0,1,0,0,0
1/13/16,Savannah Court of Milledgeville,PCH007850,other,1,1,0,0,0,1,0
8/31/15,Savannah Court of Milledgeville,PCH007850,complaint,1,1,0,0,1,0,0
7/28/15,Savannah Court of Milledgeville,PCH007850,complaint,-,0,0,0,0,0,0
5/27/15,Savannah Court of Milledgeville,PCH007850,Routine / Complaint,4,0,0,0,0,0,0
12/10/19,Savannah Grand of Columbus,ALC000178,routine,-,0,0,0,0,0,0
9/26/19,Savannah Grand of Columbus,ALC000178,complaint,2,2,0,1,0,0,0
8/8/19,Savannah Grand of Columbus,ALC000178,complaint,6,0,2,0,1,0,0
6/18/19,Savannah Grand of Columbus,ALC000178,complaint,24,11,6,2,1,0,0
2/26/19,Savannah Grand of Columbus,ALC000178,Routine / Complaint,-,0,0,0,0,0,0
1/8/19,Savannah Grand of Columbus,ALC000178,complaint,-,0,0,0,0,0,0
12/20/18,Savannah Grand of Columbus,ALC000178,complaint,3,3,0,1,0,0,0
6/13/18,Savannah Grand of Columbus,ALC000178,other,-,0,0,0,0,0,0
3/14/18,Savannah Grand of Columbus,ALC000178,routine,4,0,1,0,0,0,0
2/20/18,Savannah Grand of Columbus,ALC000178,other,-,0,0,0,0,0,0
7/25/17,Savannah Grand of Columbus,ALC000178,complaint,1,1,0,0,0,0,0
5/25/17,Savannah Grand of Columbus,ALC000178,complaint,1,1,0,1,0,0,0
4/25/17,Savannah Grand of Columbus,ALC000178,Routine / Complaint,3,0,2,0,0,0,0
3/17/16,Savannah Grand of Columbus,ALC000178,complaint,-,0,0,0,0,0,0
2/1/16,Savannah Grand of Columbus,ALC000178,complaint,1,1,0,0,0,0,0
12/22/15,Savannah Grand of Columbus,ALC000178,routine,-,0,0,0,0,0,0
7/25/19,Senior Living Suites at Parkside,PCH002261,complaint,7,3,0,3,0,0,0
4/9/19,Senior Living Suites at Parkside,PCH002261,Routine / Complaint,2,0,2,0,0,0,0
1/5/18,Senior Living Suites at Parkside,PCH002261,other,-,0,0,0,0,0,0
8/18/17,Senior Living Suites at Parkside,PCH002261,complaint,1,1,0,1,0,0,0
1/31/17,Senior Living Suites at Parkside,PCH002261,routine,1,0,0,0,0,0,0
8/13/15,Senior Living Suites at Parkside,PCH002261,routine,-,0,0,0,0,0,0
1/3/20,Seven Hills Place,ALC000199,Routine / Complaint,1,0,1,0,0,0,0
8/19/19,Seven Hills Place,ALC000199,complaint,2,2,0,1,0,0,0
11/14/18,Seven Hills Place,ALC000199,Routine / Complaint,3,3,0,1,0,0,0
8/17/17,Seven Hills Place,ALC000199,Routine / Complaint,1,1,0,0,0,0,0
4/3/17,Seven Hills Place,ALC000199,other,1,1,0,0,0,0,0
2/24/17,Seven Hills Place,ALC000199,routine,-,0,0,0,0,0,0
6/22/16,Seven Hills Place,ALC000199,Routine / Complaint,-,0,0,0,0,0,0
1/19/16,Seven Hills Place,ALC000199,other,1,0,1,0,0,0,0
10/9/15,Seven Hills Place,ALC000199,Routine / Complaint,1,0,1,0,0,0,0
10/9/15,Seven Hills Place,ALC000199,other,2,0,1,0,0,0,0
12/30/19,Shepherd Living at Savannah Quarters,ALC000556,complaint,-,0,0,0,0,0,0
10/29/18,Shepherd Living at Savannah Quarters,ALC000556,other,-,0,0,0,0,0,0
8/22/18,Shepherd Living at Savannah Quarters,ALC000556,routine,-,0,0,0,0,0,0
11/14/19,Silverleaf Alzheimer's Care of Athens,29030041,complaint,3,1,2,1,0,0,0
9/13/19,Silverleaf Alzheimer's Care of Athens,29030041,complaint,1,0,0,0,0,0,0
7/19/19,Silverleaf Alzheimer's Care of Athens,29030041,complaint,4,3,1,1,0,1,0
6/26/19,Silverleaf Alzheimer's Care of Athens,29030041,Routine / Complaint,5,1,4,0,0,0,0
7/3/18,Silverleaf Alzheimer's Care of Athens,29030041,other,-,0,0,0,0,0,0
3/19/18,Silverleaf Alzheimer's Care of Athens,29030041,other,1,0,1,0,1,0,0
9/21/17,Silverleaf Alzheimer's Care of Athens,29030041,complaint,2,2,0,1,1,0,0
9/13/17,Silverleaf Alzheimer's Care of Athens,29030041,complaint,-,0,0,0,0,0,0
8/7/17,Silverleaf Alzheimer's Care of Athens,29030041,Routine / Complaint,11,2,4,1,0,0,0
6/8/17,Silverleaf Alzheimer's Care of Athens,29030041,complaint,-,0,0,0,0,0,0
1/28/16,Silverleaf Alzheimer's Care of Athens,29030041,routine,4,2,1,0,1,0,0
7/15/19,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,3,2,1,1,0,0,0
2/13/19,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,1,0,1,0,0,0,0
10/26/18,Silverleaf Alzheimer's Care of Snellville,67030181,Routine / Complaint,8,4,3,1,2,1,0
10/5/18,Silverleaf Alzheimer's Care of Snellville,67030181,routine,5,2,2,1,3,0,0
7/19/18,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,2,0,1,0,0,0,0
5/3/18,Silverleaf Alzheimer's Care of Snellville,67030181,other,21,4,7,0,2,0,0
8/17/17,Silverleaf Alzheimer's Care of Snellville,67030181,other,3,0,2,0,1,0,0
4/19/17,Silverleaf Alzheimer's Care of Snellville,67030181,other,3,0,1,0,3,0,0
2/9/17,Silverleaf Alzheimer's Care of Snellville,67030181,routine,26,0,14,0,0,0,0
12/2/15,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,3,0,0,0,0,0,0
11/12/15,Silverleaf Alzheimer's Care of Snellville,67030181,Routine / Complaint,2,0,0,0,0,0,0
5/1/15,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,-,0,0,0,0,0,0
4/3/15,Silverleaf Alzheimer's Care of Snellville,67030181,complaint,1,0,1,0,0,0,0
10/25/19,"Solana East Cobb, The",ALC000613,Routine / Complaint,-,0,0,0,0,0,0
3/11/19,Somerby Peachtree City,ALC000581,Routine / Complaint,4,0,3,0,0,0,0
9/17/18,Somerby Peachtree City,ALC000581,other,-,0,0,0,0,0,0
4/30/18,Somerby Peachtree City,ALC000581,complaint,1,0,1,0,0,0,0
3/19/18,Somerby Peachtree City,ALC000581,Routine / Complaint,4,1,1,1,1,0,0
11/14/17,Somerby Peachtree City,ALC000581,complaint,1,1,0,1,0,0,0
3/14/17,Somerby Peachtree City,ALC000581,Routine / Complaint,-,0,0,0,0,0,0
8/16/16,Somerby Peachtree City,ALC000581,complaint,-,0,0,0,0,0,0
5/5/16,Somerby Peachtree City,ALC000581,other,-,0,0,0,0,0,0
12/8/15,Somerby Peachtree City,ALC000581,Routine / Complaint,-,0,0,0,0,0,0
10/30/19,Somerby Sandy Springs,ALC000585,complaint,-,0,0,0,0,0,0
10/22/19,Somerby Sandy Springs,ALC000585,complaint,1,1,0,1,0,0,0
6/27/19,Somerby Sandy Springs,ALC000585,complaint,-,0,0,0,0,0,0
6/19/19,Somerby Sandy Springs,ALC000585,complaint,-,0,0,0,0,0,0
5/24/19,Somerby Sandy Springs,ALC000585,routine,3,1,0,0,0,0,0
3/29/19,Somerby Sandy Springs,ALC000585,other,3,2,0,0,0,0,0
9/5/18,Somerby Sandy Springs,ALC000585,Routine / Complaint,-,0,0,0,0,0,0
3/13/18,Somerby Sandy Springs,ALC000585,complaint,-,0,0,0,0,0,0
10/20/17,Somerby Sandy Springs,ALC000585,complaint,-,0,0,0,0,0,0
4/12/17,Somerby Sandy Springs,ALC000585,routine,-,0,0,0,0,0,0
3/7/18,Southern Manor Retirement Inn,PCH005502,routine,-,0,0,0,0,0,0
11/8/16,Southern Manor Retirement Inn,PCH005502,routine,-,0,0,0,0,0,0
4/18/16,Southern Manor Retirement Inn,PCH005502,complaint,1,0,0,0,0,0,0
11/18/15,Southern Manor Retirement Inn,PCH005502,Routine / Complaint,-,0,0,0,0,0,0
10/28/19,Spanish Oaks Retreat,ALC000060,routine,-,0,0,0,0,0,0
9/9/19,Spanish Oaks Retreat,ALC000060,Routine / Complaint,1,1,0,0,0,0,0
9/25/17,Spanish Oaks Retreat,ALC000060,Routine / Complaint,-,0,0,0,0,0,0
11/3/16,Spanish Oaks Retreat,ALC000060,routine,-,0,0,0,0,0,0
7/6/16,Spanish Oaks Retreat,ALC000060,complaint,-,0,0,0,0,0,0
1/25/16,Spanish Oaks Retreat,ALC000060,complaint,-,0,0,0,0,0,0
11/12/15,Spanish Oaks Retreat,ALC000060,routine,-,0,0,0,0,0,0
8/30/19,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
3/8/19,Sparks Inn Retirement Center,ALC000128,Routine / Complaint,1,1,0,1,0,0,0
10/19/18,Sparks Inn Retirement Center,ALC000128,other,-,0,0,0,0,0,0
8/6/18,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
5/3/18,Sparks Inn Retirement Center,ALC000128,other,-,0,0,0,0,0,0
4/30/18,Sparks Inn Retirement Center,ALC000128,complaint,1,1,0,1,0,0,0
2/27/18,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
1/9/18,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
12/4/17,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
6/27/17,Sparks Inn Retirement Center,ALC000128,routine,-,0,0,0,0,0,0
3/27/17,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
2/28/17,Sparks Inn Retirement Center,ALC000128,other,-,0,0,0,0,0,0
10/31/16,Sparks Inn Retirement Center,ALC000128,complaint,2,2,0,2,0,0,0
10/5/16,Sparks Inn Retirement Center,ALC000128,other,-,0,0,0,0,0,0
8/24/16,Sparks Inn Retirement Center,ALC000128,Routine / Complaint,1,1,0,0,0,0,0
3/2/16,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
11/5/15,Sparks Inn Retirement Center,ALC000128,complaint,-,0,0,0,0,0,0
8/18/15,Sparks Inn Retirement Center,ALC000128,routine,-,0,0,0,0,0,0
3/18/15,Sparks Inn Retirement Center,ALC000128,Routine / Complaint,3,0,1,0,0,0,0
6/24/19,Spring Harbor at Green Island,106030261,Routine / Complaint,-,0,0,0,0,0,0
1/25/19,Spring Harbor at Green Island,106030261,complaint,-,0,0,0,0,0,0
2/28/18,Spring Harbor at Green Island,106030261,complaint,-,0,0,0,0,0,0
2/16/18,Spring Harbor at Green Island,106030261,complaint,-,0,0,0,0,0,0
12/7/17,Spring Harbor at Green Island,106030261,routine,-,0,0,0,0,0,0
2/27/17,Spring Harbor at Green Island,106030261,complaint,1,1,0,1,0,0,0
8/17/16,Spring Harbor at Green Island,106030261,routine,-,0,0,0,0,0,0
1/6/16,Spring Harbor at Green Island,106030261,complaint,-,0,0,0,0,0,0
3/19/15,Spring Harbor at Green Island,106030261,Routine / Complaint,-,0,0,0,0,0,0
12/4/19,St Francis Assisted Living Community,ALC000563,routine,8,1,2,0,2,0,0
5/13/19,St Francis Assisted Living Community,ALC000563,complaint,6,2,3,1,0,0,0
10/29/18,St Francis Assisted Living Community,ALC000563,routine,-,0,0,0,0,0,0
10/13/17,St Francis Assisted Living Community,ALC000563,complaint,8,4,1,1,0,0,2
8/11/17,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
6/22/17,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
5/16/17,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
4/26/17,St Francis Assisted Living Community,ALC000563,Routine / Complaint,11,1,7,0,2,1,3
12/19/16,St Francis Assisted Living Community,ALC000563,other,6,0,3,0,2,0,0
10/21/16,St Francis Assisted Living Community,ALC000563,complaint,3,0,0,0,1,0,0
9/13/16,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
8/29/16,St Francis Assisted Living Community,ALC000563,other,1,0,0,0,0,0,0
5/26/16,St Francis Assisted Living Community,ALC000563,Routine / Complaint,8,0,6,0,0,0,1
2/25/16,St Francis Assisted Living Community,ALC000563,other,-,0,0,0,0,0,0
1/14/16,St Francis Assisted Living Community,ALC000563,other,2,0,1,0,1,0,0
11/6/15,St Francis Assisted Living Community,ALC000563,complaint,1,0,0,0,0,0,0
9/10/15,St Francis Assisted Living Community,ALC000563,other,4,0,4,0,2,0,0
7/31/15,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
6/18/15,St Francis Assisted Living Community,ALC000563,complaint,-,0,0,0,0,0,0
4/14/15,St Francis Assisted Living Community,ALC000563,Routine / Complaint,10,3,4,1,0,0,0
5/25/18,St Ives Assisted Living,ALC000159,routine,-,0,0,0,0,0,0
2/15/17,St Ives Assisted Living,ALC000159,routine,1,0,0,0,0,0,0
1/26/16,St Ives Assisted Living,ALC000159,other,-,0,0,0,0,0,0
9/29/15,St Ives Assisted Living,ALC000159,complaint,4,1,0,1,0,0,0
9/9/15,St Ives Assisted Living,ALC000159,routine,1,0,0,0,0,0,0
9/9/15,St Ives Assisted Living,ALC000159,other,-,0,0,0,0,0,0
2/5/15,St Ives Assisted Living,ALC000159,routine,4,1,1,0,1,0,0
11/18/19,St Marys Highland Hills Village,ALC000021,Routine / Complaint,1,0,1,0,0,0,0
